rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
RH_fiche_210_,Ref_0210,,,31,=31=,Toulouse,,Bibliotheque Mediatheque Rangueil,Toulouse Metropôle,31400,19 rue claude forbin,,19 rue claude forbin 31400 Toulouse,,,collectivité territoriale,,,,43.574867,1.463951,19 Rue Claude de Forbin 31400 Toulouse,0.9,housenumber,31555_2106_00019,19,Rue Claude de Forbin,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_211_,Ref_0211,,,31,=31=,Toulouse,,Bib' Insa,,31400,135 avenue de rangueil,,135 avenue de rangueil 31400 Toulouse,,,,,,,43.569183,1.466106,135 Avenue de Rangueil 31400 Toulouse,0.98,housenumber,31555_7268_00135,135,Avenue de Rangueil,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_212_,Ref_0212,,,31,=31=,Toulouse,,Bibliotheque Universitaire de Sciences,,31400,118 rte de narbonne,,118 rte de narbonne 31400 Toulouse,,,,,,,43.561566,1.463029,118 Route de Narbonne 31400 Toulouse,0.88,housenumber,31555_6196_00118,118,Route de Narbonne,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_213_,Ref_0213,,,31,=31=,Toulouse,,Avenir Nouvelle maison des chomeurs,,31400,115 rue bonnat,,115 rue bonnat 31400 Toulouse,,,Association,,,05 34 31 33 11,43.581165,1.45768,115 Rue Bonnat 31400 Toulouse,0.99,housenumber,31555_1244_00115,115,Rue Bonnat,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_214_,Ref_0214,,,31,=31=,Toulouse,,Maison Des Solidarités Empalot,Conseil Départemental,31400,32 allée henri sellier,,32 allée henri sellier 31400 Toulouse,,,collectivité territoriale,,,05 61 14 76 00,43.577351,1.43808,32 Allée Henri Sellier 31400 Toulouse,0.98,housenumber,31555_4188_00032,32,Allée Henri Sellier,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_215_,Ref_0215,,,31,=31=,Toulouse,,Centre social Jean Moulin / Empalot (CAF),,31400,38 avenue jean moulin,,38 avenue jean moulin 31400 Toulouse,,,,Centre social,,05 34 31 94 42,43.579108,1.441695,38 Avenue Jean Moulin 31400 Toulouse,0.97,housenumber,31555_4616_00038,38,Avenue Jean Moulin,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_216_,Ref_0216,,,31,=31=,Toulouse,,Mission Locale Empalot,Mission locale Toulouse,31400,6 Place Guy Hersant,,6 Place Guy Hersant 31400 Toulouse,,,collectivité territoriale,,,05 34 31 25 25,43.577638,1.443388,6 Place Guy Hersant 31400 Toulouse,0.97,housenumber,31555_4074_00006,6,Place Guy Hersant,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_217_,Ref_0217,,,31,=31=,Toulouse,,Pole emploi St Michel,Pôle Emploi,31400,2 avenue de l'urss,,2 avenue de l'urss 31400 Toulouse,,,,Agence Pôle Emploi,,,43.583959,1.448217,2 Avenue de l’Urss 31400 Toulouse,0.98,housenumber,31555_8660_00002,2,Avenue de l’Urss,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_218_,Ref_0218,,,31,=31=,Toulouse,,Pole emploi La plaine,Pôle Emploi,31400,1 impasse rene couzinet,,1 impasse rene couzinet 31400 Toulouse,,,,Agence Pôle Emploi,,,43.582804,1.492372,1 Impasse René Couzinet 31500 Toulouse,0.88,housenumber,31555_7406_00001,1,Impasse René Couzinet,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_219_,Ref_0219,,,31,=31=,Toulouse,,Rangueil club de prevention,Toulouse Metropôle,31400,34 avenue de Rangueil,,34 avenue de Rangueil 31400 Toulouse,,,Collectivité territoriale,,,,43.576559,1.454654,34 Avenue de Rangueil 31400 Toulouse,0.98,housenumber,31555_7268_00034,34,Avenue de Rangueil,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_220_,Ref_0220,,,31,=31=,Toulouse,,Centre Epide,,31400,3 avenue du professeurue Joseph Ducuing,,3 avenue du professeurue Joseph Ducuing 31400 Toulouse,,,,,,05 81 60 89 89,43.562415,1.459999,Avenue du Professeur Joseph Ducuing 31100 Toulouse,0.8,locality,31555_7148,,Avenue du Professeur Joseph Ducuing,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_221_,Ref_0221,,,31,=31=,Toulouse,,Rectorat,Rectorat 31,31400,75 rue saint roch,,75 rue saint roch 31400 Toulouse,,,,,,,43.578426,1.447024,75 Rue Saint Roch 31400 Toulouse,0.98,housenumber,31555_7968_00075,75,Rue Saint Roch,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_222_,Ref_0222,,,31,=31=,Toulouse,,MJC du Pont des demoiselles,,31400,63 bis avenue Saint-Exupéry,,63 bis avenue Saint-Exupéry 31400 Toulouse,,,Association,,,05 61 52 24 33,43.585621,1.465934,63 bis Avenue Antoine de Saint Exupéry 31400 Toulouse,0.8,housenumber,31555_7772_00063_bis,63 bis,Avenue Antoine de Saint Exupéry,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_223_,Ref_0223,,,31,=31=,Toulouse,,Relai 2A (association Le relai),,31400,15 rue du japon,,15 rue du japon 31400 Toulouse,,,Association,,,,43.590454,1.45837,15 Rue du Japon 31400 Toulouse,0.98,housenumber,31555_4452_00015,15,Rue du Japon,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_224_,Ref_0224,,,31,=31=,Toulouse,,Antenne GRETA,GRETA,31400,3 rue andré daste,,3 rue andré daste 31400 Toulouse,,,Entreprise,,,,43.58155,1.439351,3 Rue André Daste 31400 Toulouse,0.97,housenumber,31555_0303_00003,3,Rue André Daste,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_225_,Ref_0225,,,31,=31=,Toulouse,,Ligue de l'enseignement,Ligue de l'enseignement,31400,38 avenue Jean Moulin,,38 avenue Jean Moulin 31400 Toulouse,,,Association,,,,43.579108,1.441695,38 Avenue Jean Moulin 31400 Toulouse,0.97,housenumber,31555_4616_00038,38,Avenue Jean Moulin,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_226_,Ref_0226,,,31,=31=,Toulouse,,La main à la pate,,31400,62 rue de Nîmes,,62 rue de Nîmes 31400 Toulouse,,,Association,,,,43.575318,1.465174,62 Rue de Nîmes 31400 Toulouse,0.98,housenumber,31555_6284_00062,62,Rue de Nîmes,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_227_,Ref_0227,,,31,=31=,Toulouse,,Generations solidaires,,31400,30 avenue jean moulin,,30 avenue jean moulin 31400 Toulouse,,,Association,,,,43.580927,1.441941,30 Avenue Jean Moulin 31400 Toulouse,0.97,housenumber,31555_4616_00030,30,Avenue Jean Moulin,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_228_,Ref_0228,,,31,=31=,Toulouse,,ASEER,,31400,38 avenue jean moulin,,38 avenue jean moulin 31400 Toulouse,,,Association,,,05 61 14 26 12,43.579108,1.441695,38 Avenue Jean Moulin 31400 Toulouse,0.97,housenumber,31555_4616_00038,38,Avenue Jean Moulin,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_229_,Ref_0229,,,31,=31=,Toulouse,,Centre annexe Empalot,Conseil Départemental,31400,10 rue jean paul blanchard,,10 rue jean paul blanchard 31400 Toulouse,,,Collectivité territoriale,,,05 61 14 94 20,43.588288,1.447981,10 Rue Jean Pierre Blanchard 31400 Toulouse,0.78,housenumber,31555_3492_00010,10,Rue Jean Pierre Blanchard,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_230_,Ref_0230,,,31,=31=,Toulouse,,Maison Des Solidarités Rangueil,Conseil Départemental,31400,39 rue camille desmoullins,,39 rue camille desmoullins 31400 Toulouse,,,Collectivité territoriale,,,,43.581596,1.453397,39 Rue Camille Desmoulins 31400 Toulouse,0.96,housenumber,31555_1564_00039,39,Rue Camille Desmoulins,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_231_,Ref_0231,,,31,=31=,Toulouse,,Maison Des Solidarités Pont des demoiselles,Conseil Départemental,31400,PLACE MENDES FRANCE,,PLACE MENDES FRANCE 31400 Toulouse,,,Collectivité territoriale,,,,43.587694,1.461542,Place Pierre Mendes France 31400 Toulouse,0.81,street,31555_5874,,Place Pierre Mendes France,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_232_,Ref_0232,,,31,=31=,Toulouse,,AIFOMEJ,,31400,5 impasse des hérons,,5 impasse des hérons 31400 Toulouse,,,Association,,,05 61 53 52 34,43.57568,1.437123,5 Impasse des Hérons 31400 Toulouse,0.97,housenumber,31555_4215_00005,5,Impasse des Hérons,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_233_,Ref_0233,,,31,=31=,Toulouse,,Karavan,,31400,,,31400 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_234_,Ref_0234,,,31,=31=,Toulouse,,CIDFF,,31400,95 grande rue st michel,,95 grande rue st michel 31400 Toulouse,,,Association,,,05 34 31 23 31,43.588909,1.445984,95 Grande-Rue Saint Michel 31400 Toulouse,0.88,housenumber,31555_7916_00095,95,Grande-Rue Saint Michel,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_235_,Ref_0235,,,31,=31=,Toulouse,,Empalot Services,,31400,,,31400 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_236_,Ref_0236,,,31,=31=,Toulouse,,Restos du coeur,Restos du coeur,31400,286 rte de revel,,286 rte de revel 31400 Toulouse,,,Association,,,09 83 98 46 19,43.565955,1.510915,286 Route de Revel 31400 Toulouse,0.88,housenumber,31555_7448_00286,286,Route de Revel,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_237_,Ref_0237,,,31,=31=,Toulouse,,Emmaüs Agir,Emmaüs,31400,43 avenue de l'URSS,,43 avenue de l'URSS 31400 Toulouse,,,Association,,,,43.581551,1.448801,43 Avenue de l’Urss 31400 Toulouse,0.98,housenumber,31555_8660_00043,43,Avenue de l’Urss,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_238_,Ref_0238,,,31,=31=,Toulouse,,Maison Des Solidarités Montaudran,Conseil Départemental,31400,,,31400 Toulouse,,,Collectivité territoriale,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_239_,Ref_0239,,,31,=31=,Toulouse,,Mairie de quartier Pont des Demoiselles,,31400,,,31400 Toulouse,,,collectivité territoriale,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_240_,Ref_0240,,,31,=31=,Toulouse,,Maison de quartier rangueil/centre social,,31400,,,31400 Toulouse,,,collectivité territoriale,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_241_,Ref_0241,,,31,=31=,Toulouse,,Bibliotheque des ponts des demoiselles,,31400,63 bis avenue st exupery,,63 bis avenue st exupery 31400 Toulouse,,,collectivité territoriale,,,,43.585621,1.465934,63 bis Avenue Antoine de Saint Exupéry 31400 Toulouse,0.71,housenumber,31555_7772_00063_bis,63 bis,Avenue Antoine de Saint Exupéry,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_242_,Ref_0242,,,31,=31=,Toulouse,,Cosmopolitaine,,31400,,,31400 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_243_,Ref_0243,,,31,=31=,Toulouse,,CLCV,,31400,,,31400 Toulouse,,,,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_244_,Ref_0244,,,31,=31=,Toulouse,,Centre social Jolimont Soupetard,,31500,Centre social Jolimont 11 avenue de l'observatoire,,Centre social Jolimont 11 avenue de l'observatoire 31500 Toulouse,,,,Centre social,,05 31 22 94 84,43.61352,1.462468,11 Avenue de l’Observatoire 31500 Toulouse,0.65,housenumber,31555_6348_00011,11,Avenue de l’Observatoire,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_245_,Ref_0245,,,31,=31=,Toulouse,,Fédération des Femmes pour l'Europe (FFPE),,31500,1 rue Léon Jouhaux,,1 rue Léon Jouhaux 31500 Toulouse,,,Association,,,,43.613273,1.460711,1 Rue Léon Jouhaux 31500 Toulouse,0.97,housenumber,31555_5156_00001,1,Rue Léon Jouhaux,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_246_,Ref_0246,,,31,=31=,Toulouse,,Mission Locale centre,,31500,24 rue Garipuy,,24 rue Garipuy 31500 Toulouse,,,Association,,,,43.611391,1.457803,24 Rue Garipuy 31500 Toulouse,0.98,housenumber,31555_3740_00024,24,Rue Garipuy,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_247_,Ref_0247,,,31,=31=,Toulouse,,Mission Locale Antenne Jolimont,,31500,,,31500 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_248_,Ref_0248,,,31,=31=,Toulouse,,Agir et devenir,,31500,,,31500 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_249_,Ref_0249,,,31,=31=,Toulouse,,Centre social Jean Rieux,,31500,,,31500 Toulouse,,,,Centre social,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_250_,Ref_0250,,,31,=31=,Toulouse,,APSAR,,31500,70 chemin michoun,,70 chemin michoun 31500 Toulouse,,,Association,Centre social,,05 82 08 11 70,43.62656,1.468206,70 Chemin Michoun 31500 Toulouse,0.98,housenumber,31555_5932_00070,70,Chemin Michoun,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_251_,Ref_0251,,,31,=31=,Toulouse,,Centre social Jolimont,,31500,11 avenue de l'observatoire,,11 avenue de l'observatoire 31500 Toulouse,,,,Centre social,,05 67 77 44 80,43.61352,1.462468,11 Avenue de l’Observatoire 31500 Toulouse,0.97,housenumber,31555_6348_00011,11,Avenue de l’Observatoire,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_252_,Ref_0252,,,31,=31=,Toulouse,,Maison Des Solidarités Bonnefoy/Amouroux,Conseil Départemental,31500,3 rue du faubourg bonnefoy,,3 rue du faubourg bonnefoy 31500 Toulouse,,,Collectivité territoriale,,,05 34 25 51 00,43.616349,1.453242,3 Rue du Faubourg Bonnefoy 31500 Toulouse,0.99,housenumber,31555_3204_00003,3,Rue du Faubourg Bonnefoy,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_253_,Ref_0253,,,31,=31=,Toulouse,,Centre social polyvalent Jean Rieux,,31500,157 avenue jean rieux,,157 avenue jean rieux 31500 Toulouse,,,,Centre social,,05 61 54 80 00,43.591859,1.468456,157 Avenue Jean Rieux 31500 Toulouse,0.99,housenumber,31555_4652_00157,157,Avenue Jean Rieux,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_254_,Ref_0254,,,31,=31=,Toulouse,,Centre social ASPAR,,31500,70 chemin Michoun,,70 chemin Michoun 31500 Toulouse,,,,Centre social,,,43.62656,1.468206,70 Chemin Michoun 31500 Toulouse,0.98,housenumber,31555_5932_00070,70,Chemin Michoun,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_255_,Ref_0255,,,31,=31=,Toulouse,,Centre social Jolimont Soupetard,,31500,Antenne soupetard 12 rue charles garnier,,Antenne soupetard 12 rue charles garnier 31500 Toulouse,,,,Centre social,,05 31 22 95 15,43.608485,1.477852,12 Rue Charles Garnier 31500 Toulouse,0.67,housenumber,31555_1936_00012,12,Rue Charles Garnier,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_256_,Ref_0256,,,31,=31=,Toulouse,,Mediatheque Jose Cabanis,,31500,1 Allée Jacques Chaban-Delmas,,1 Allée Jacques Chaban-Delmas 31500 Toulouse,,,collectivité territoriale,Bibliothèque,,05 62 27 40 00,43.61026,1.455431,1 Allée Jacques Chaban-Delmas 31500 Toulouse,0.97,housenumber,31555_4399_00001,1,Allée Jacques Chaban-Delmas,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_257_,Ref_0257,,,31,=31=,Toulouse,,Maison de la citoyenneté Est,,31500,8 bis avenue du parc,,8 bis avenue du parc 31500 Toulouse,,,collectivité territoriale,,,05 31 22 93 00,43.620189,1.470204,8 bis Avenue du Parc 31500 Toulouse,0.98,housenumber,31555_6524_00008_bis,8 bis,Avenue du Parc,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_258_,Ref_0258,,,31,=31=,Toulouse,,Pole Emploi Jolimont,Pôle Emploi,31500,,,31500 Toulouse,,,,Agence Pôle Emploi,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_259_,Ref_0259,,,31,=31=,Toulouse,,Mediathèque Serveyrolles,,31500,,,31500 Toulouse,,,,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_260_,Ref_0260,,,31,=31=,Toulouse,,Point Information Jeunesse Jolimont,,31500,,,31500 Toulouse,,,,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_261_,Ref_0261,,,31,=31=,Colomiers,,PRCP,,31770,2 allée du vignemale,,2 allée du vignemale 31770 Colomiers,,,Association,,,05 61 15 43 44,43.60514,1.333515,2 Allée du Vignemale 31770 Colomiers,0.96,housenumber,31149_1342_00002,2,Allée du Vignemale,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_262_,Ref_0262,,,31,=31=,Toulouse,,ADVITAM,,,,,Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_263_,Ref_0263,,,31,=31=,Toulouse,,CHRS de Fages,,31400,16 chemin de Fages,,16 chemin de Fages 31400 Toulouse,,,,,,05 61 14 76 76,43.583439,1.464594,16 Chemin de Fages 31400 Toulouse,0.98,housenumber,31555_3184_00016,16,Chemin de Fages,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_264_,Ref_0264,,,31,=31=,Toulouse,,ADPAM,,,,,Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_265_,Ref_0265,,,31,=31=,Toulouse,,CSF Le Cabri,,,,,Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_266_,Ref_0266,,,65,=65=,Vic en Bigorre,,Maison Départementale de la Solidarité du Val d'Adour,,65500,445 avenue Jean Fourcade,,445 avenue Jean Fourcade 65500 Vic en Bigorre,,,,,Département des Hautes Pyrénées,05 31 74 35 90,43.390384,0.05315,445 Avenue Jacques Fourcade 65500 Vic-en-Bigorre,0.77,housenumber,65460_0740_00445,445,Avenue Jacques Fourcade,,65500,Vic-en-Bigorre,"65, Hautes-Pyrénées, Occitanie",65460,,,
RH_fiche_267_,Ref_0267,,,31,=31=,Toulouse,,A.I.R.S,,,,,Toulouse,,,Association,,,09 71 30 75 86,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_268_,Ref_0268,,,31,=31=,Toulouse,,Accueil Amouroux,,,,,Toulouse,,,collectivité territoriale,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_269_,Ref_0269,,,31,=31=,Toulouse,,Accueil Soupetard,,,,,Toulouse,,,collectivité territoriale,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_270_,Ref_0270,,,31,=31=,Toulouse,,Maison de la citoyenneté Est,,,8 bis avenue du Parc,,8 bis avenue du Parc Toulouse,,,collectivité territoriale,,,05 31 22 93 00,43.620189,1.470204,8 bis Avenue du Parc 31500 Toulouse,0.98,housenumber,31555_6524_00008_bis,8 bis,Avenue du Parc,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_271_,Ref_0271,,,31,=31=,Toulouse,,Maison de la citoyenneté Nord,,,4 place du Marché aux cochons,,4 place du Marché aux cochons Toulouse,,,collectivité territoriale,,,5 31 22 97 00,43.620507,1.435095,4 Place du Marché aux Cochons 31200 Toulouse,0.97,housenumber,31555_5632_00004,4,Place du Marché aux Cochons,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_272_,Ref_0272,,,31,=31=,Toulouse,,Maison de la citoyenneté Rive Gauche,,,20 place Jean-Diebold,31300,20 place Jean-Diebold Toulouse,,,collectivité territoriale,,,05 31 22 91 30,43.597819,1.430123,20 Place Jean Diebold 31300 Toulouse,0.97,housenumber,31555_4554_00020,20,Place Jean Diebold,,31300,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_273_,Ref_0273,,,31,=31=,Toulouse,,Maison de la citoyenneté Sud Est,,,Site Niel - 81 rue Saint Roch,31400,Site Niel - 81 rue Saint Roch Toulouse,,,collectivité territoriale,,,05 67 73 82 71,43.578796,1.44655,81 Rue Saint Roch 31400 Toulouse,0.72,housenumber,31555_7968_00081,81,Rue Saint Roch,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_274_,Ref_0274,,,31,=31=,Toulouse,,Point Information Mairie Serveyrolles,,,,,Toulouse,,,collectivité territoriale,,,05 61 22 22 39,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_275_,Ref_0275,,,31,=31=,Toulouse,,Lieu Ressource Formation,Lieu Ressource Formation,31100,52 rue Jacques Babinet,,52 rue Jacques Babinet 31100 Toulouse,,,,organisme de formation,,05 62 48 53 20,43.575225,1.408247,52 Rue Jacques Babinet 31100 Toulouse,0.98,housenumber,31555_4394_00052,52,Rue Jacques Babinet,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_276_,Ref_0276,,,31,=31=,Toulouse,,Planning Familial,,,,,Toulouse,,,,,,,43.603746,1.434497,Toulouse,0.96,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_277_,Ref_0277,,,31,=31=,Toulouse,,Bibliothèque Roseraie,,31500,100 avenue Yves Brunaud,,100 avenue Yves Brunaud 31500 Toulouse,,,,Bibliothèque,,05 31 22 95 33,43.61784,1.466095,Avenue Yves Brunaud 31500 Toulouse,0.88,street,31555_8972,,Avenue Yves Brunaud,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_278_,Ref_0278,x,,31,=31=,,,NB Com',,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_279_,Ref_0279,x,,31,=31=,,,CRIJ,,,,,,,,collectivité territoriale,,,,,,,,,,,,,,,,,,,
RH_fiche_280_,Ref_0280,x,,31,=31=,,,SAVIM,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_281_,Ref_0281,x,,31,=31=,,,ASETE,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_282_,Ref_0282,x,,31,=31=,,,Mairie annexe Roseraie,,,,,,,,collectivité territoriale,,,05 31 22 93 10,,,,,,,,,,,,,,,,
RH_fiche_283_,Ref_0283,x,,31,=31=,,,Mairie annexe Bonnefoy,,,,,,,,collectivité territoriale,,,05 61 22 22 32,,,,,,,,,,,,,,,,
RH_fiche_284_,Ref_0284,,,31,=31=,Toulouse,,Cap Nomade,,31000,31 rue amidonniers,,31 rue amidonniers 31000 Toulouse,,,Association,,,06 01 99 36 23 ou 09 50 94 58 16,43.606042,1.427078,31 Rue des Amidonniers 31000 Toulouse,0.88,housenumber,31555_0252_00031,31,Rue des Amidonniers,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_285_,Ref_0285,,,31,=31=,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,1 rue Van Dyck,,1 rue Van Dyck 31200 Toulouse,,,ASSOCIATION,,,05 67 00 66 73 - 06 26 92 28 59,43.640711,1.439456,1 Rue Antoine Van Dyck 31200 Toulouse,0.77,housenumber,31555_8708_00001,1,Rue Antoine Van Dyck,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_286_,Ref_0286,,,31,=31=,Toulouse,,La Cantine Toulouse,LA MELEE,31000,39 Allées Jules Guesdes,,39 Allées Jules Guesdes 31000 Toulouse,,,ASSOCIATION,,,05 32 10 81 35,43.594758,1.450562,39 Allées Jules Guesde 31000 Toulouse,0.91,housenumber,31555_4812_00039,39,Allées Jules Guesde,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_287_,Ref_0287,,,31,=31=,Toulouse,,Nova Mêlée,LA MELEE,31000,27 Rue d’Aubuisson,,27 Rue d’Aubuisson 31000 Toulouse,,,ASSOCIATION,,,05 32 10 81 27,43.602743,1.454135,27 Rue d’Aubuisson 31000 Toulouse,0.98,housenumber,31555_0608_00027,27,Rue d’Aubuisson,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_288_,Ref_0288,,,31,=31=,Toulouse,,EMERGENCE PLUS - DYNAMIQUE TOULOUSE NORD,,31200,2 rue Ernest Renan,,2 rue Ernest Renan 31200 Toulouse,,,ASSOCIATION,,,05 34 51 63 70,43.632985,1.443884,Rue Ernest Renan 31200 Toulouse,0.92,street,31555_3044,,Rue Ernest Renan,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
