rh_id,n_ref,statut_infos,departement,ville,nom,structure_porteuse,code_postal,adresse,adresse_suite,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,lat,lon,code_public,code_mediations,code_thematique,code_departement
RH_fiche_260_,,,31,Toulouse,Maison des Solidarites,,31100,9 rue du Doyen Lefebvre,,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,ACCDS,,,,ACCDA,,,,,,,,,,,,,,,,,,,43.566876,1.396803,,ACCDS-ACCDA,,=31=
RH_fiche_261_,,,31,Toulouse,Regie de quartier Bellefontaine Services,,31100,41 rue Rimont,,,,,,Association,09 53 17 88 71,bellefontaine.toulouse@cnlrq.org,www.bellefontaine-services.com,,,,,,,,Decembre 2019,,,ACCN,,,,ACCDS,,,,,,,,,,,,,,,,,,,43.56091,1.404452,,ACCN-ACCDS,,=31=
RH_fiche_262_,,,31,Toulouse,Conciergerie solidaire Desbals services,,31100,135 rue henri desbals,,,,,,Association,05 62 14 12 55,desbals-services@wanadoo.fr,,,,,,,,,Decembre 2019,,,ACCN,,,,ACCDS,,,,,,,,,,,,,,,,,,,43.581193,1.413177,,ACCN-ACCDS,,=31=
RH_fiche_263_,,,31,Toulouse,Les imaginations fertiles,,31100,,,,,,,Association,05 61 40 92 16,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_264_,,,31,Toulouse,Assos,,31100,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_265_,,,31,Toulouse,"Regie de quartier
Reynerie Services",,31100,14 avenue  Winston Churchill,,,,,,Association,,reynerie-toulouse@cnlrq.org,www.reynerie-services.com,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.57025,1.402023,,,,=31=
RH_fiche_266_,,,31,Toulouse,Asso,,31100,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_267_,,,31,Toulouse,Alliances et Cultures MUP,,31100,14 chemin du Mirail,,,,,,Association,05 61 44 67 63,accueil.mup@alliancesetcultures.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.58124,1.400011,,,,=31=
RH_fiche_268_,,,31,Toulouse,Mission Locale Mirail,,31100,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_269_,,,31,Toulouse,Lien horizon danse,,31100,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_270_,,,31,Toulouse,Maison de l'initiative,,31100,,,,,,,Association, 05 34 63 81 10 ,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_271_,,,31,Toulouse,N pays Okhan,,31100,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_272_,,,31,Toulouse,Parle avec elles,,31100,2 rue Jean Gilles,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.572437,1.401823,,,,=31=
RH_fiche_273_,,,31,Toulouse,L'Ecole et Nous,,31100,10 cheminement Le Tintoret,,,,,,Association,,assoecoleetnous@gmail.com,www.ecoleetnous.wixsite.com,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.561095,1.398594,,,,=31=
RH_fiche_274_,,,31,Toulouse,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,,,,,Association,05.62.14.19.70 / 09 72 83 40 47,bas.im@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.570219,1.406308,,,,=31=
RH_fiche_275_,,,31,Toulouse,Voir et comprendre,,31100,,,,,,,Association,,voir.comprendre@voiretcomprendre.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_276_,,,31,Toulouse,Centre social municipal Bellefontaine Lafourguette,,31100,3 impasse Foulquier,,,,,,Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.565354,1.40215,,,,=31=
RH_fiche_277_,,,31,Toulouse,Centre social alliances & Cultures Mirail rive droite,,31100,2 cheminement andré messager,,,,,,Centre social,05 61 44 67 63,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.572773,1.406215,,,,=31=
RH_fiche_278_,,,31,Toulouse,"Centre social
CAF Reynerie",,31100,15 place Abbal,,,,,,Centre social,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.571282,1.402395,,,,=31=
RH_fiche_279_,,,31,Toulouse,Espaces Seniors Connectes,,31100,14 place Abbal,,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.571328,1.401353,,,,=31=
RH_fiche_280_,,,31,Toulouse,PIJ Mirail,,31100,6 chemin Edgar Varese,,,,,,,05 61 72 45 37,mespij.toulouse@crij.org,www.ij-mirail.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.573614,1.40405,,,,=31=
RH_fiche_281_,,,31,Toulouse,PIJ,,31100,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_282_,,,31,Toulouse,MCEF,,31100,57 allées de Bellefontaine,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.565245,1.400657,,,,=31=
RH_fiche_283_,,,31,Toulouse,MDS Borderouge,,31200,4 rue françoise d'eaubonne,Bat A,,,,,Conseil Départemental,05 34 36 17 00,,,,,,,,,,Decembre 2019,,,ORD,,,,ACCDA,,,,,,,,,,,,,,,,,,,43.642506,1.453359,,ORD-ACCDA,,=31=
RH_fiche_284_,,,31,Toulouse,La fabrique solidaire,,31200,local des Mazades 29 bis avenue des Mazades,,,,,,Association,05 61 25 38 28,,www.lafabriquesolidaire.org,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,,Decembre 2019,,,ORDM,,,,SENS,,,,COMP,,,,,,,,,,,,,,,43.623129,1.441383,,ORDM-SENS-COMP,,=31=
RH_fiche_285_,,,31,Toulouse,Pole Emploi Borderouge,,31200,6 rue françoise d'eaubonne,Bat C,,,,,Pôle Emploi,,,www.pole-emploi.fr,,,,,,,,Decembre 2019,,,ORDM,,,,SENS,,,,,,,,ACCDA,,,,,,,,,,,43.643232,1.453016,,ORDM-SENS-ACCDA,,=31=
RH_fiche_286_,,,31,Toulouse,Parole expression,,31200,19 rue Marc Arcis,,,,,,Association,05 82 95 67 80,,paroleexpression.fr,,,,,,,,Decembre 2019,Etranger,,ACCDA,,,,COMP,,,,,,,,,,,,,,,,,,,43.623632,1.43616,Etranger,ACCDA-COMP,,=31=
RH_fiche_287_,,,31,Toulouse,MDS Minimes,,31200,33 rue joseph jacquard,,,,,,Conseil Départemental,05 62 72 77 80,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,,,,,43.623466,1.427715,,ACCDA,,=31=
RH_fiche_288_,,,31,Toulouse,Secours populaire,,31200,147 avenue des etats unis,,,,,,Association,05 34 40 34 40,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.63554,1.43059,,,,=31=
RH_fiche_289_,,,31,Toulouse,Secours catholique,,31200,place du marche aux cochons,,,,,,Association,05 34 25 67 40,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.620334,1.435406,,,,=31=
RH_fiche_290_,,,31,Toulouse,PIJ Quartier Nord,,31200,118 Boulevard Pierre et Marie Curie,,,,,,Association,05 62 72 23 78,cyberbasetoulousenord@orange.fr,http://www.pijtoulousenord.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.626305,1.43686,,,,=31=
RH_fiche_291_,,,31,Toulouse,Entr'act solidarite,,31200,148 avenue de fronton,,,,,,Association,05 61 55 59 26,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.637631,1.433421,,,,=31=
RH_fiche_292_,,,31,Toulouse,Mission Locale Antenne quartier nord,,31200,1 rue ernest renan,,,,,,Association,05 61 57 59 92,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.628251,1.445023,,,,=31=
RH_fiche_293_,,,31,Toulouse,Centre social Alliances & Cultures Cap Nord,,31200,12 rue Clouet,,,,,,Centre social,05 61 13 35 96,alliancesetculturesnord@yahoo.fr,www.alliancesetcultures.ouvaton.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.631471,1.43278,,,,=31=
RH_fiche_294_,,,31,Toulouse,CCPS et CARMI,,31200,44 chemin des izards,,,,,,Centre social,05 62 72 48 50,clshp@ccpst.org carmi@ccpst.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.639736,1.4445,,,,=31=
RH_fiche_295_,,,31,Toulouse,Alliances et Cultures Les Troênes,,31200,69 rue des Troênes,,,,,,Centre social,05 61 57 14 71,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.617705,1.414786,,,,=31=
RH_fiche_296_,,,31,Toulouse,Antenne CCPS Picarel,,31200,26 allées Django Reinhard,,,,,,Centre social,05 61 70 45 62,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.648485,1.410764,,,,=31=
RH_fiche_297_,,,31,Toulouse,Antenne CCPS Les Chênes,,31200,49 rue des mésanges,,,,,,Centre social,05 62 75 46 29,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.660754,1.411986,,,,=31=
RH_fiche_298_,,,31,Toulouse,Centre social Izards/Borderouge,,31200,1 place Micoulaud,,,,,,FIGO Centre social,05 67 04 14 80,,,,,,,,,,Decembre 2019,,,COMP,TP,,,ORD,ALL,Libre,,ORD,TP,Libre,,,,,,,,,,,,,43.625551,1.452016,TP-ALL-TP,COMP-ORD-ORD,,=31=
RH_fiche_299_,,,31,Toulouse,MJC Croix-Daurade,,31200,,,,,,,,,,http://www.mjccroixdaurade.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_300_,,,31,Toulouse,CSF Cugnaux,,31270,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.553652,1.356698,,,,=31=
RH_fiche_301_,,,31,Toulouse,MDS Castanet-Tolosan,,31300,68 avenue de Lauragais,,,,,,Conseil Départemental,05 62 71 91 80,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,,,,,43.579762,1.456133,,ACCDA,,=31=
RH_fiche_302_,,,31,Toulouse,Centre Social – ASSQOT,,31300,18 rue Vincent Scotto,,,,,,Centre social,,,www.assqot.com,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.598293,1.416982,,,,=31=
RH_fiche_303_,,,31,Toulouse,Centre social annexe  Arenes romaines,,31300,107 avenue des Arènes Romaines,,,,,,Centre social,05 61 16 09 46,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.615071,1.396945,,,,=31=
RH_fiche_304_,,,31,Toulouse,CCPS Hameau de fleurance,,31300,12 impasse benozzi,,,,,,Centre social,05 62 72 48 50,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.603236,1.353572,,,,=31=
RH_fiche_305_,,,31,Toulouse,Point Infomartions Jeunesse Empalot,,31400,,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,,ACCDS,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,ORD-ACCDS,,=31=
RH_fiche_306_,,,31,Toulouse,Mediatheque Empalot,,31400,40 avenue jean moulin,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,,SENS,,,,COMP,,,,,,,,,,,,,,,43.578868,1.441595,,ORD-SENS-COMP,,=31=
RH_fiche_307_,,,31,Toulouse,maison des citoyennetes Niel,,31400,81 rue saint roch,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,,,,,43.578796,1.44655,,ORD,,=31=
RH_fiche_308_,,,31,Toulouse,Bibliotheque Mediatheque Rangueil,,31400,19 rue claude forbin,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,,,,,43.574867,1.463951,,ORD,,=31=
RH_fiche_309_,,,31,Toulouse,Bib' Insa,,31400,135 avenue de rangueil,,,,,,,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,,,,,43.569183,1.466106,,ORD,,=31=
RH_fiche_310_,,,31,Toulouse,Bibliotheque Universitaire de Sciences,,31400,118 rte de narbonne,,,,,,,,,,,,,,,,,Decembre 2019,,,ORD,,,,,,,,,,,,,,,,,,,,,,,43.57159,1.453843,,ORD,,=31=
RH_fiche_311_,,,31,Toulouse,Avenir Nouvelle maison des chomeurs,,31400,115 rue bonnat,,,,,,Association,05 34 31 33 11,avenir.toulouse@wanadoo.fr,https://maisondeschomeurs.org,9h-12h ,9h-12h ,9h-12h ,9h-12h ,9h-12h ,,,Decembre 2019,TP,,ORDM,,,,ACCDS,,Sur rendez-vous,,SENS,,,,COMP,Sur inscription,,,,,,,EPN  TL  APTIC,Oui,,43.581165,1.45768,TP-Sur inscription,ORDM-ACCDS-SENS-COMP,,=31=
RH_fiche_312_,,,31,Toulouse,Maison Des Solidarités Empalot,,31400,32 allée henri sellier,,,,,,Conseil Départemental,05 61 14 76 00,,,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,,,,,,,,,,,,,,,,43.577351,1.43808,,ORDM-ACCDA,,=31=
RH_fiche_313_,,,31,Toulouse,Centre social Jean Moulin / Empalot  (CAF),,31400,38 avenue jean moulin,,,,,,FIGO Centre social,05 34 31 94 42,,https://www.facebook.com/cs.empalot/,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,8h30 - 17h30,,Decembre 2019,TP,Libre,ORDM,,,,ACCDS,,,,SENS,,,,ORDM,ALL,,,,,,,,,,43.579108,1.441695,TP-ALL,ORDM-ACCDS-SENS-ORDM,,=31=
RH_fiche_314_,,,31,Toulouse,Mission Locale Empalot,,31400,1 place commerciale,,,,,,Mairie,,,www.mltoulouse.org,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,,,,,,,,,,,,,,,,43.613548,1.460993,,ORDM-ACCDA,,=31=
RH_fiche_315_,,,31,Toulouse,Pole emploi St Michel,,31400,2 avenue de l'urss,,,,,,Pôle Emploi,,,,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,SENS,,,,,,,,,,,,,,,43.583959,1.448217,,ORDM-ACCDA-SENS,,=31=
RH_fiche_316_,,,31,Toulouse,Pole emploi La plaine,,31400,1 impasse rene couzinet,,,,,,Pôle Emploi,,,,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,SENS,,,,,,,,,,,,,,,43.582804,1.492372,,ORDM-ACCDA-SENS,,=31=
RH_fiche_317_,,,31,Toulouse,Rangueil club de prevention,,31400,34 avenue de Rangueil,,,,,,Collectivites,,,,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,,,,,,,,,,,,,,,,43.576559,1.454654,,ORDM-ACCDA,,=31=
RH_fiche_318_,,,31,Toulouse,Centre Epide,,31400,3 avenue du professeur Joseph Ducuing ,,,,,,,05 81 60 89 89,,www.epide.fr,,,,,,,,Decembre 2019,,,ORDM,,,,COMP,,,,ACCDA,,,,SENS,,,,,,,,,,,43.504264,1.442045,,ORDM-COMP-ACCDA-SENS,,=31=
RH_fiche_319_,,,31,Toulouse,Rectorat,,31400,75 rue saint roch,,,,,,Rectorat,,,,,,,,,,,Decembre 2019,,,ORDM,,,,,,,,,,,,,,,,,,,,,,,43.578426,1.447024,,ORDM,,=31=
RH_fiche_320_,,,31,Toulouse,MJC du Pont des demoiselles,,31400,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,COMP,,=31=
RH_fiche_321_,,,31,Toulouse,Relai 2A (association Le relai),,31400,15 rue du japon,,,,,,Association,,,,,,,,,,,Decembre 2019,,,COMP,,,,ACCDA,,,,,,,,,,,,,,,,,,,43.590454,1.45837,,COMP-ACCDA,,=31=
RH_fiche_322_,,,31,Toulouse,GRETA,,31400,3 rue andré daste,,,,,,Entreprise,,,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,,,,,43.58155,1.439351,,COMP,,=31=
RH_fiche_323_,,,31,Toulouse,Ligue de l'enseignement,,31400,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,SENS,,,,COMP,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,SENS-COMP,,=31=
RH_fiche_324_,,,31,Toulouse,La main à la pate,,31400,62 rue de Nîmes,,,,,,Association,,,,,,,,,,,Decembre 2019,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,43.575318,1.465174,,ACCDS,,=31=
RH_fiche_325_,,,31,Toulouse,Generations solidaires,,31400,30 avenue jean moulin,,,,,,Association,,,,,,,,,,,Decembre 2019,,,ACCDS,,,,ACCN,,,,,,,,,,,,,,,,,,,43.580927,1.441941,,ACCDS-ACCN,,=31=
RH_fiche_326_,,,31,Toulouse,ASTRONEF,,31400,3 place des avions,,,,,,Association,05 61 52 90 70,,,,,,,,,,Decembre 2019,,,ACCDS,,,,ACCN,,,,,,,,,,,,,,,,,,,43.57692,1.459985,,ACCDS-ACCN,,=31=
RH_fiche_327_,,,31,Toulouse,ASEER,,31400,38 avenue  jean moulin,,,,,,Association,05 61 14 26 12,aseer@laposte.net,,,,,,,,,Decembre 2019,,,ACCDS,,,,,,,,,,,,,,,,,,,,,,,43.579108,1.441695,,ACCDS,,=31=
RH_fiche_328_,,,31,Toulouse,Centre annexe  Empalot,,31400,10 rue jean paul blanchard,,,,,,Conseil Départemental,05 61 14 94 20,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,,,,,43.588288,1.447981,,ACCDA,,=31=
RH_fiche_329_,,,31,Toulouse,Maison Des Solidarités Rangueil,,31400,39 rue camille desmoullins,,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,,,,,43.581596,1.453397,,ACCDA,,=31=
RH_fiche_330_,,,31,Toulouse,Maison Des Solidarités Pont des demoiselles,,31400,,,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,ACCDA,,=31=
RH_fiche_331_,,,31,Toulouse,AIFOMEJ ,,31400,5 impasse des hérons,,,,,,Association,05 61 53 52 34,,,,,,,,,,Decembre 2019,,,ACCN,,,,ACCDS,,,,,,,,,,,,,,,,,,,43.57568,1.437123,,ACCN-ACCDS,,=31=
RH_fiche_332_,,,31,Toulouse,Karavan,,31400,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_333_,,,31,Toulouse,CIDFF,,31400,95 grande rue st michel,,,,,,Association,05 34 31 23 31,cidff31@cdiff31.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.584527,1.447685,,,,=31=
RH_fiche_334_,,,31,Toulouse,Empalot Services,,31400,,,,,,,Association,,toulouse-empalot@cnlrq.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_335_,,,31,Toulouse,Restos du coeur,,31400,286 rte de revel,,,,,,Association,09 83 98 46 19,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.578701,1.484354,,,,=31=
RH_fiche_336_,,,31,Toulouse,Emmaüs Agir,,31400,43 avenue  de l'URSS,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.581551,1.448801,,,,=31=
RH_fiche_337_,,,31,Toulouse,Maison Des Solidarités Montaudran,,31400,,,,,,,Conseil Départemental,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_338_,,,31,Toulouse,Mairie de quartier Pont des Demoiselles,,31400,,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_339_,,,31,Toulouse,Maison de quartier rangueil/centre social,,31400,,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_340_,,,31,Toulouse,Bibliotheque des ponts des demoiselles,,31400,63 bis avenue st exupery,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.585621,1.465934,,,,=31=
RH_fiche_341_,,,31,Toulouse,Cosmopolitaine,,31400,,,,,,,Association,,contact@cosmopolitaine.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_342_,,,31,Toulouse,CLCV ,,31400,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_343_,,,31,Toulouse,Centre social Jolimont Soupetard,,31500,Centre social Jolimont 11 avenue de l'observatoire,,,,,,FIGO Centre social,05 31 22 94 84,Jolimont.cs@mairie-toulouse.fr,,,,,9h-12h30 et 13h30-17h/16h30,9h-12h30 et 13h30-17h/16h30,,,Decembre 2019,,,ORD,,,,COMP,,,,,,,,,,,,,,,,,,,43.61352,1.462468,,ORD-COMP,,=31=
RH_fiche_344_,,,31,Toulouse,FFPE,,31500,1  rue Léon Jouhaux ,,,,,,Association,,,www.ffpe-toulouse.org,,,,,,,,Decembre 2019,,,COMP,,,,ACCDS,,,,,,,,,,,,,,,,,,,43.613273,1.460711,,COMP-ACCDS,,=31=
RH_fiche_345_,,,31,Toulouse,Mission Locale centre,,31500,24 rue Garipuy,,,,,,Association,,,,,,,,,,,Decembre 2019,J,,,,,,,,,,,,,,,,,,,,,,,,,43.611391,1.457803,J,,,=31=
RH_fiche_346_,,,31,Toulouse,Mission Locale Antenne Jolimont,,31500,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_347_,,,31,Toulouse,Agir et devenir,,31500,,,,,,,Association,,agiretdevenir@live.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_348_,,,31,Toulouse,Centre social Jean Rieux,,31500,,,,,,,Centre social,,,https://www.cpjr.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_349_,,,31,Toulouse,APSAR,,31500,70 chemin michoun,,,,,,Centre social,05 61 58 24 63,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.62656,1.468206,,,,=31=
RH_fiche_350_,,,31,Toulouse,Centre social Jolimont,,31500,11 avenue de l'observatoire,,,,,,Centre social,05 67 77 44 80,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.61352,1.462468,,,,=31=
RH_fiche_351_,,,31,Toulouse,Maison Des Solidarités Bonnefoy/Amouroux,,31500,3 rue du faubourg bonnefoy,,,,,,Conseil Départemental,05 34 25 51 00,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.616349,1.453242,,,,=31=
RH_fiche_352_,,,31,Toulouse,Centre social polyvalent Jean Rieux,,31500,157 avenue jean rieux,,,,,,FIGO Centre social,05 61 54 80 00,,www.cpjr.fr,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,ACCDS,,,,,,,,,,,,,,,,,,,43.591859,1.468456,TP,COMP-ACCDS,,=31=
RH_fiche_353_,,,31,Toulouse,Centre social ASPAR,,31500,70 chemin Michoun,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,TP,Libre,ORDM,,,,COMP,,,,,,,,,,,,,,,,,,,43.62656,1.468206,TP,ORDM-COMP,,=31=
RH_fiche_354_,,,31,Toulouse,Centre social Jolimont Soupetard,,31500,Antenne soupetard 12 rue charles garnier,,,,,,FIGO Centre social,05 31 22 95 15,Jolimont.cs@mairie-toulouse.fr,,,9h-12h30 et 13h30-17h,9h-12h30 et 13h30-17h,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.608485,1.477852,,,,=31=
RH_fiche_355_,,,31,Toulouse,Mediatheque Jose Cabanis,,31500,,,,,,,Mairie,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_356_,,,31,Toulouse,Maison de la citoyenneté Est,,31500,8 bis avenue du parc,,,,,,Mairie,05 31 22 93 00,mdc.est@mairie-toulouse.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.620189,1.470204,,,,=31=
RH_fiche_357_,,,31,Toulouse,Pole Emploi Jolimont,,31500,,,,,,,Pôle Emploi,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_358_,,,31,Toulouse,Mediathèque Serveyrolles,,31500,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_359_,,,31,Toulouse,Point Information Jeunesse Jolimont,,31500,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.600568,1.433106,,,,=31=
RH_fiche_360_,,,31,Toulouse,PRCP,,,2 allée du vignemale,,,,,,Association,05 61 15 43 44,prcp@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,43.60514,1.333515,,,,=31=
