rh_id,departement,ville,nom,num_ref_struct,code_postal,adresse,adresse_suite,geo_,geo_bis,type_structure,rattachement,telephone_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_actions,conditions_acces,type_mediation,public_si_different,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
RH_fiche_279_,11,Limoux,SAPIE,,11300,7 rue du Cougaing,,,,,SCIC ,04 68 74 73 30,sapie@sapie.coop,http://sapie.coop,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,,,Decembre 2019,,,SENS,,43.055492,2.212835,7 Rue du Cougaing 11300 Limoux,0.95,housenumber,11206_0360_00007,7,Rue du Cougaing,,11300,Limoux,"11, Aude, Occitanie",11206,,,
RH_fiche_280_,11,Lezignan,Isis (epicerie solidaire),,11200,39 rue Lamartine,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,43.202429,2.757544,39 Rue Lamartine 11200 Lézignan-Corbières,0.95,housenumber,11203_0900_00039,39,Rue Lamartine,,11200,Lézignan-Corbières,"11, Aude, Occitanie",11203,,,
RH_fiche_281_,11,Mouthoumet,Centre social Adhco,,11330,23 rue de la gare,,,,,Centre social,04 68 70 18 50,adhco.developpement@orange.fr,http://www.adhco.fr/,,,,,,,,Decembre 2019,,,,,42.960276,2.526948,Rue de la Gare 11330 Mouthoumet,0.8,street,11260_0090,,Rue de la Gare,,11330,Mouthoumet,"11, Aude, Occitanie",11260,,,
RH_fiche_282_,32,Samatan,MSAP Gestes,,,,,,,,MSAP,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
,32,,Cultures portes de gascogne,,,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_284_,32,Cologne,Association Arcolan,,32430,,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,,,43.677801,0.99535,Thoux,0.38,municipality,32444,,Thoux,,32430,Thoux,"32, Gers, Occitanie",32444,,,
RH_fiche_285_,32,Auch,Coopérative réemploi ,,32000,,,,,,,,,,,,,,,,,Decembre 2019,,,COMP,,43.661702,0.566383,Auch,0.44,municipality,32013,,Auch,,32000,Auch,"32, Gers, Occitanie",32013,,,
,32,,Kopané,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_287_,32,L’isle Jourdain,A.P.I. en Gascogne,,32600,2 Avenue du Courdé,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,43.612469,1.088924,2 Avenue du Courde 32600 L'Isle-Jourdain,0.95,housenumber,32160_0291_00002,2,Avenue du Courde,,32600,L'Isle-Jourdain,"32, Gers, Occitanie",32160,,,
RH_fiche_288_,32,Sarrant,Espace  de  Vie  Sociale  LaMIS,,32120,14 rue du milieu,,,,,FIGO Centre social,05 42 54 25 24,lamis@orange.fr,,,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,,,Decembre 2019,,,ORD,,43.774131,0.928335,14 Rue du Milieu 32120 Sarrant,0.93,housenumber,32416_0155_00014,14,Rue du Milieu,,32120,Sarrant,"32, Gers, Occitanie",32416,,,
RH_fiche_289_,32,Samatan,Le bureau Samatanais,,32130,,,,,,,05 62 59 71 02 ,contact@lebureausamatanais.fr,http://www.lebureausamatanais.fr/#,,,,,,,,Decembre 2019,,,,,43.492076,0.925182,Micho 32130 Samatan,0.4,street,32410_ch45uj,,Micho,,32130,Samatan,"32, Gers, Occitanie",32410,,,
,32,,Accueil jeunes de Gimont,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,
RH_fiche_291_,32,Condom,Centre Social de la Ténarèze,,32100,28 rue Gambetta,,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,SEN,43.957361,0.37465,28 Rue Gambetta 32100 Condom,0.95,housenumber,32107_0440_00028,28,Rue Gambetta,,32100,Condom,"32, Gers, Occitanie",32107,,,
RH_fiche_292_,32,Saint-Clar,Médiathèque de Saint-Clar,,32380,place dastros,,,,,FIGO Centre social,05 62 07 49 12,mediathequestclar@orange.fr,https://fr-fr.facebook.com/mediatheque.desaintclar,,,,,,,,Decembre 2019,,,ORDM,,43.890771,0.769521,Place Dastros 32380 Saint-Clar,0.94,street,32370_0040,,Place Dastros,,32380,Saint-Clar,"32, Gers, Occitanie",32370,,,
RH_fiche_293_,32,Samatan,CCAS,,32130,,,,,,MSAP,,,,,,,,,,,Decembre 2019,,,,,43.492076,0.925182,Micho 32130 Samatan,0.4,street,32410_ch45uj,,Micho,,32130,Samatan,"32, Gers, Occitanie",32410,,,
RH_fiche_294_,32,Saint Clar,prends toi en main,,32380,,,,,,Association,,,,,,,,,,,Decembre 2019,,,,,43.8317,0.8095,Bivès,0.38,municipality,32055,,Bivès,,32380,Bivès,"32, Gers, Occitanie",32055,,,
RH_fiche_295_,32,Vic Fezensac,Vic Accueil,,32190,13 Rue Jean Jaurès,,,,,FIGO Centre social,,,http://www.vic-accueil.fr,,,,,,,,Decembre 2019,,,SENS,,43.758181,0.306182,13 Rue Jean Jaures 32190 Vic-Fezensac,0.94,housenumber,32462_0920_00013,13,Rue Jean Jaures,,32190,Vic-Fezensac,"32, Gers, Occitanie",32462,,,
RH_fiche_296_,32,Auch,Garros Services,,32000,,,,,,,,auch@cnlrq.org,,,,,,,,,Decembre 2019,,,,,43.661702,0.566383,Auch,0.44,municipality,32013,,Auch,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_297_,32,Lectoure,MSAP,,32700,2 cours Gambetta,,,,,MSAP,05 62 68 75 47,ccas.accueil@mairie-lectoure.fr,https://www.maisondeservicesaupublic.fr/content/lectoure,,,,,,,,Decembre 2019,,,,,43.933522,0.626401,2 Cours Gambetta 32700 Lectoure,0.94,housenumber,32208_0541_00002,2,Cours Gambetta,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_298_,32,Mirande,Télécentre de Mirande,,32300,,,,,,,,coeur-dastarac@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,43.512015,0.300828,Bars,0.42,municipality,32030,,Bars,,32300,Bars,"32, Gers, Occitanie",32030,,,
RH_fiche_299_,32,Plaisance,EREF - PIJ,,32160,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.637187,0.014539,Tasque,0.35,municipality,32440,,Tasque,,32160,Tasque,"32, Gers, Occitanie",32440,,,
RH_fiche_300_,32,Mirande,Internet Academy,,32300,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.512015,0.300828,Bars,0.42,municipality,32030,,Bars,,32300,Bars,"32, Gers, Occitanie",32030,,,
RH_fiche_301_,32,Riscle,Télécentre de Riscle,,32400,,,,,,,,manonbonnet.gers@gmail.com,,,,,,,,,Decembre 2019,,,,,43.6155,-0.028416,Goux,0.42,municipality,32151,,Goux,,32400,Goux,"32, Gers, Occitanie",32151,,,
RH_fiche_302_,32,Nogaro,Association CLAN - PIJ,,32110,,,,,,,,pij32.nogaro@crij.org,,,,,,,,,Decembre 2019,,,,,43.7384,0.0046,Sion,0.42,municipality,32434,,Sion,,32110,Sion,"32, Gers, Occitanie",32434,,,
RH_fiche_303_,32,Lectoure,Télécentre de Lectoure,,32700,,,,,,,,priviere@mairie-lectoure.fr,,,,,,,,,Decembre 2019,,,,,43.934981,0.622199,Marès 32700 Lectoure,0.4,street,32208_vco8ch,,Marès,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_304_,32,Lectoure,Régie rurale de services de Lomagne,,32700,,,,,,Association,,regie.lectoure@cnlrq.org,,,,,,,,,Decembre 2019,,,,,43.934981,0.622199,Marès 32700 Lectoure,0.4,street,32208_vco8ch,,Marès,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_305_,32,Mauvezin,Régie Rurale de Services de Fezensaguet,,32120, 43  rue Gambetta ,,,,,Association,"
05 62 06 92 80",regie.mauvezin@cnlrq.org,,,,,,,,,Decembre 2019,,,,,43.733173,0.880511,43 Rue Gambetta 32120 Mauvezin,0.94,housenumber,32249_0280_00043,43,Rue Gambetta,,32120,Mauvezin,"32, Gers, Occitanie",32249,,,
RH_fiche_306_,32,Fleurance,Bibliothèque municipale,,32500,100 rue Pasteur,,,,,Collectivités,05 62 06 18 96,,,,,,,,,,Decembre 2019,,,,,43.850759,0.664174,100 Rue Pasteur 32500 Fleurance,0.95,housenumber,32132_0760_00100,100,Rue Pasteur,,32500,Fleurance,"32, Gers, Occitanie",32132,,,
RH_fiche_307_,32,Lectoure,Bibliothèque médiathèque municipale,,32700,rue Saint Gervais,,,,,Collectivités,05 62 68 48 32 ,,,,,,,,,,Decembre 2019,,,,,43.934117,0.623142,Rue Saint Gervais 32700 Lectoure,0.94,street,32208_0940,,Rue Saint Gervais,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_308_,32,Fleurance,Mairie,,32500,,,,,,Mairie,05 62 06 10 01,,https://www.villefleurance.fr/,,,,,,,,Decembre 2019,,,,,43.7855,0.7116,Pis,0.47,municipality,32318,,Pis,,32500,Pis,"32, Gers, Occitanie",32318,,,
RH_fiche_309_,32,Lectoure, Génération Mouvement,,32700,,,,,,Association,05 62 68 71 77,,,,,,,,,,Decembre 2019,,,,,43.934981,0.622199,Marès 32700 Lectoure,0.4,street,32208_vco8ch,,Marès,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_310_,32,Lectoure,Mairie,,32700,,,,,,Mairie,05 62 68 70 22,,https://www.lectoure.fr/fr-contact.html,,,,,,,,Decembre 2019,,,,,43.934981,0.622199,Marès 32700 Lectoure,0.4,street,32208_vco8ch,,Marès,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_311_,32,Lamothe Goas,Mairie,,32500,,,,,,Mairie,,,http://www.lamothe-goas.com/,,,,,,,,Decembre 2019,,,,,43.7855,0.7116,Pis,0.47,municipality,32318,,Pis,,32500,Pis,"32, Gers, Occitanie",32318,,,
RH_fiche_312_,32,Auch,Promeneurs du net,,32000,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.661702,0.566383,Auch,0.44,municipality,32013,,Auch,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_313_,32, Berrac,Gerskali / Gers numérique,,32480,,,,,,Entreprise,,, https://www.gers-numerique.com/ ,09h - 18h,09h - 18h,09h - 18h,09h - 18h,09h - 18h,,,Decembre 2019,TP,,ORDM,,44.0079,0.5515,Berrac,0.35,municipality,32047,,Berrac,,32480,Berrac,"32, Gers, Occitanie",32047,,,
RH_fiche_314_,32,Cologne,MSAP Cologne,,32430,Route d'Ardizas,,,,,MSAP,05 62 05 13 61,msap@ccbl32.fr,https://www.maisondeservicesaupublic.frcontent/bastides-de-lomagne ,,,,,,,,Decembre 2019,,,,,43.726,0.9987,Ardizas,0.56,municipality,32007,,Ardizas,,32430,Ardizas,"32, Gers, Occitanie",32007,,,
RH_fiche_315_,65, Lannemezan,SARAPP,,65300,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.118654,0.445119,Pinas,0.39,municipality,65363,,Pinas,,65300,Pinas,"65, Hautes-Pyrénées, Occitanie",65363,,,
RH_fiche_316_,65,Luz Saint Sauveur,Cyber-base Luz Saint Sauveur,,65120,,,,,,,,,,,,,,,,,Decembre 2019,,,,,42.836614,-0.003355,Sia 65120 Luz-Saint-Sauveur,0.48,street,65295_6t64b2,,Sia,,65120,Luz-Saint-Sauveur,"65, Hautes-Pyrénées, Occitanie",65295,,,
RH_fiche_317_,65,Lourdes,CCAS Lourdes,,65100,2 Rue de l'Hôtel de Ville,,,,,Mairie,05 62 94 65 65,,,,,,,,,,Decembre 2019,,,ACCN,SEN,43.091652,-0.045258,2 Rue de l'Hôtel de Ville 65100 Lourdes,0.95,housenumber,65286_1000_00002,2,Rue de l'Hôtel de Ville,,65100,Lourdes,"65, Hautes-Pyrénées, Occitanie",65286,,,
RH_fiche_318_,65,Lourdes,Centre social Lourdes,,65100,2 Rue de l'Hôtel de Ville,,,,,FIGO Centre social,05 62 94 65 65,,https://www.lourdes.fr/enfance-jeunesse/l-espace-vie-citoyenne-jeunesse/3079-le-centre-social-jean-zay,,,,,,,,Decembre 2019,,,ORDM,TP,43.091652,-0.045258,2 Rue de l'Hôtel de Ville 65100 Lourdes,0.95,housenumber,65286_1000_00002,2,Rue de l'Hôtel de Ville,,65100,Lourdes,"65, Hautes-Pyrénées, Occitanie",65286,,,
RH_fiche_319_,65,Vic en bigorre,Maison des Jeunes et de la Culture,,65500,17 Rue Barère de Vieuzac,,,,,FIGO Centre social,05 62 31 61 00 / 06 52 96 20 05,,www.mjcvic.fr,,,,,,,,Decembre 2019,TP,Libre,ORD,,43.384458,0.05662,17 Rue Barere Vieuzac 65500 Vic-en-Bigorre,0.85,housenumber,65460_0160_00017,17,Rue Barere Vieuzac,,65500,Vic-en-Bigorre,"65, Hautes-Pyrénées, Occitanie",65460,,,
RH_fiche_320_,65,Lourdes,SAGV65,,65100,17  avenue Joffre,BP 846,,,,FIGO Centre social,,,,,,,,,,,Decembre 2019,,,COMP,,43.094593,-0.045855,Avenue du Maréchal Joffre 65100 Lourdes,0.54,street,65286_1070,,Avenue du Maréchal Joffre,,65100,Lourdes,"65, Hautes-Pyrénées, Occitanie",65286,,,
RH_fiche_321_,65, Saint Laurent de Neste,SARAPP GRETA des Hautes-Pyrénées,,65150,,,,,,,,,,,,,,,,,Decembre 2019,,,,,43.039523,0.467853,Bize,0.42,municipality,65093,,Bize,,65150,Bize,"65, Hautes-Pyrénées, Occitanie",65093,,,
RH_fiche_322_,65,Argeles Gazost,SARAPP,,65400,,,,,,,,65sararg@ac-toulouse.fr,,,,,,,,,Decembre 2019,,,,,42.966552,-0.085693,Uz,0.53,municipality,65458,,Uz,,65400,Uz,"65, Hautes-Pyrénées, Occitanie",65458,,,
RH_fiche_323_,65,Lourdes,Cyber-base Lourdes,,65100,,,,,,,,barmelle@cyber-base.org,,,,,,,,,Decembre 2019,,,,,43.143052,-0.024454,Adé,0.48,municipality,65002,,Adé,,65100,Adé,"65, Hautes-Pyrénées, Occitanie",65002,,,
RH_fiche_324_,65,Bagneres de Bigorre,Espace Culturel Maintenon,,65200,,,,,,,,centre.culturel@ville-bagneresdebigorre.fr,,,,,,,,,Decembre 2019,,,,,43.043009,0.168152,Asté,0.43,municipality,65042,,Asté,,65200,Asté,"65, Hautes-Pyrénées, Occitanie",65042,,,
RH_fiche_325_,65,Ancizan,Centre culturel d'Ancizan,,65440,,,,,,,,centreculturel-ancizan@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,42.87272,0.340624,Ancizan,0.32,municipality,65006,,Ancizan,,65440,Ancizan,"65, Hautes-Pyrénées, Occitanie",65006,,,
RH_fiche_326_,65, Saint Laurent de Neste,Maison du savoir,,65150,,,,,,,,contact@maisondusavoir.fr,,,,,,,,,Decembre 2019,,,,,43.039523,0.467853,Bize,0.42,municipality,65093,,Bize,,65150,Bize,"65, Hautes-Pyrénées, Occitanie",65093,,,
RH_fiche_327_,65,Maubourguet,Cyber-Base du Val d'Adour,,65700,,,,,,,,cyberbase@cc-valdadour.com,,,,,,,,,Decembre 2019,,,,,43.549702,-0.004265,Hères,0.38,municipality,65219,,Hères,,65700,Hères,"65, Hautes-Pyrénées, Occitanie",65219,,,
RH_fiche_328_,65,Castelnau Magnoac,EPI de Castelnau Magnoac,,65230,,,,,,,,epi.castelnau.magnoac@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,43.262386,0.557432,Pouy,0.42,municipality,65368,,Pouy,,65230,Pouy,"65, Hautes-Pyrénées, Occitanie",65368,,,
RH_fiche_329_,65,Trie sur baïse,EPI de Trie sur Baïse,,65220,,,,,,,,epi.trie@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,43.320973,0.370315,Pey 65220 Trie-sur-Baïse,0.48,street,65452_r1wqm3,,Pey,,65220,Trie-sur-Baïse,"65, Hautes-Pyrénées, Occitanie",65452,,,
RH_fiche_330_,65,Campan,Espace Public Informatique du canton de Campan,,65710,,,,,,,,epicampan@gmail.com,,,,,,,,,Decembre 2019,,,,,42.987816,0.212564,Couya 65710 Campan,0.39,street,65123_kob21m,,Couya,,65710,Campan,"65, Hautes-Pyrénées, Occitanie",65123,,,
RH_fiche_331_,65,Cauterets,Info Cyber jeunes - Association SOLEIL. PIJ,,65110,,,,,,,,planeteicj@pyrenees.net,,,,,,,,,Decembre 2019,,,,,42.886509,-0.112221,Rue Hillo 65110 Cauterets,0.29,street,65138_0090,,Rue Hillo,,65110,Cauterets,"65, Hautes-Pyrénées, Occitanie",65138,,,
