rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_335_,Ref_0335,,32,=32=,,,Télécentre de Mirande,,,,,,,,,,,,coeur-dastarac@wanadoo.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=32=
RH_fiche_336_,Ref_0336,,32,=32=,Jégun,,Accueil jeunes coeur de gascogne,,32360,31 place de la bascule,,31 place de la bascule 32360 Jégun,,,,,,,julien.agostini@grand-auch.fr,,,,,,,,,,Decembre 2019,,,SENS,J,Promeneurs du net,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Promeneurs du net</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Promeneurs du net</li></ul></p>",,,,,43.757992,0.461012,SENS,J,,=32=
RH_fiche_337_,Ref_0337,,32,=32=,,,EREF - PIJ,,,,,,,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=32=
RH_fiche_338_,Ref_0338,,32,=32=,Plaisance,,Plaisance du Gers,La Poste,32160,38 rue de l’Adour,,38 rue de l’Adour 32160 Plaisance,,,,La Poste,,,,,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00 / 13:30 - 16:30,9:00 - 12:00,,<p><br><ul><li>lundi : 9:00 - 12:00 / 13:30 - 16:30</li><li>mardi : 9:00 - 12:00 / 13:30 - 16:30</li><li>mercredi : 9:00 - 12:00 / 13:30 - 16:30</li><li>jeudi : 9:00 - 12:00 / 13:30 - 16:30</li><li>vendredi : 9:00 - 12:00 / 13:30 - 16:30</li><li>samedi : 9:00 - 12:00</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.605419,0.045201,,,,=32=
RH_fiche_339_,Ref_0339,,32,=32=,Riscle,,Télécentre de Riscle,,32400,,,32400 Riscle,,,,,,,manonbonnet.gers@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.645079,-0.07903,,,,=32=
RH_fiche_340_,Ref_0340,à vérifier,32,=32=,Saint Clar,,prends toi en main,,32380,Place De La Vieille église,,Place De La Vieille église 32380 Saint Clar,,,Association,,,,,http://www.findglocal.com/FR/Saint-Clar/163753447090097/Association-Prends-toi-en-main,,,,,,,,,Decembre 2019,,,REP,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers de réparation de matériel informatique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p>",COMP,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers de réparation de matériel informatique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p>",,,,,43.890562,0.770064,REP-SENS-COMP,TP-TP-TP,,=32=
RH_fiche_341_,Ref_0341,,32,=32=,Saint-Clar,,Médiathèque de Saint-Clar,,32380,place dastros,,place dastros 32380 Saint-Clar,,,,Centre social,,05 62 07 49 12,mediathequestclar@orange.fr,https://fr-fr.facebook.com/mediatheque.desaintclar,,,,,,,,,Decembre 2019,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",,,,,43.890771,0.769521,ORDM-COMP,,,=32=
RH_fiche_342_,Ref_0342,,32,=32=,Samatan,,MSAP Gestes,,32130,15 place des cordeliers,,15 place des cordeliers 32130 Samatan,,,,MSAP,,,05 62 63 45 77,msap.gestes@orange.fr,,,,,,,,,Decembre 2019,,,ORDM,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p>",ACCDA,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p>",,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br></li></ul></p>",MSAP,Maison de Service Au Public,,,43.490675,0.92934,ORDM-ACCDS-ACCDA,TP-TP-TP,,=32=
RH_fiche_343_,Ref_0343,,32,=32=,Samatan,,Centre social Gestes,,32130,15 place des cordeliers,,15 place des cordeliers 32130 Samatan,,,,Centre social,,05 62 07 82 73,centresocial.gestes@orange.fr,https://www.samatan-gers.com/social-ccas.aspx,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.490675,0.92934,,,,=32=
RH_fiche_344_,Ref_0344,,32,=32=,Samatan,,LE BUREAU SAMATANAIS,SAS LE BUREAU SAMATANAIS,32130,6 rue de la commanderie,,6 rue de la commanderie 32130 Samatan,,,SAS,,,06 33 48 01 17,contact@lebureausamatanais.fr,http://www.lebureausamatanais.fr/#,,,,,,,,,Oct-20,,,W,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ORD,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",TL,Tiers lieu,,,43.492673,0.931293,W-ORD,,,=32=
RH_fiche_345_,Ref_0345,,32,=32=,Sarrant,,Espace de Vie Sociale LaMIS,,32120,14 rue du milieu,,14 rue du milieu 32120 Sarrant,,,,Centre social,,05 42 54 25 24,lamis@orange.fr,,,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,11h - 12h30 et 13h30 - 17h,,,<p><br><ul><li>mardi : 11h - 12h30 et 13h30 - 17h</li><li>mercredi : 11h - 12h30 et 13h30 - 17h</li><li>jeudi : 11h - 12h30 et 13h30 - 17h</li><li>vendredi : 11h - 12h30 et 13h30 - 17h</li></ul></p>,Decembre 2019,,,ORD,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.774131,0.928335,ORD,,,=32=
RH_fiche_346_,Ref_0346,,32,=32=,Seissan,,Val de Gers - Antenne de Seissan,Communauté de Communes Val de Gers,32260,1 Place Carnot,,1 Place Carnot 32260 Seissan,,,collectivité territoriale,,,,accueil@cc-valdegers.fr,,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,9:00 - 12:00 / 13:30 - 17:30,-,,<p><br><ul><li>lundi : 9:00 - 12:00 / 13:30 - 17:30</li><li>mardi : 9:00 - 12:00 / 13:30 - 17:30</li><li>mercredi : 9:00 - 12:00 / 13:30 - 17:30</li><li>jeudi : 9:00 - 12:00 / 13:30 - 17:30</li><li>vendredi : 9:00 - 12:00 / 13:30 - 17:30</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.492681,0.592072,,,,=32=
RH_fiche_347_,Ref_0347,,32,=32=,Simorre,,LE BOUCHE A OREILLE,,32420,Place de la Mairie,,Place de la Mairie 32420 Simorre,,,SCIC SARL,,,05 62 05 52 42,contact@lebao.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.449718,0.733991,,,,=32=
RH_fiche_348_,Ref_0348,,32,=32=,Vic Fezensac,,Vic Accueil,,32190,13 Rue Jean Jaurès,,13 Rue Jean Jaurès 32190 Vic Fezensac,,,,Centre social,,,,http://www.vic-accueil.fr,,,,,,,,,Decembre 2019,,,SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.758181,0.306182,SENS,,,=32=
RH_fiche_349_,Ref_0349,,32,=32=,Vic Fezensac,,Artagnan en Fezensac,Communauté de Communes Artagnan en Fezensac,32190,18 Rue des Cordeliers,,18 Rue des Cordeliers 32190 Vic Fezensac,,,collectivité territoriale,,,,ccommunes.dartagnan.fezensac@wanadoo.fr,,9:30 - 16:30,9:30 - 16:30,9:30 - 16:30,9:30 - 16:30,9:30 - 16:30,-,,<p><br><ul><li>lundi : 9:30 - 16:30</li><li>mardi : 9:30 - 16:30</li><li>mercredi : 9:30 - 16:30</li><li>jeudi : 9:30 - 16:30</li><li>vendredi : 9:30 - 16:30</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.757189,0.301926,,,,=32=
RH_fiche_350_,Ref_0350,,32,=32=,Gimont,,Cultures portes de gascogne,,32200,85 rue nationale,BP 15,85 rue nationale 32200 Gimont,,,,,,05 62 67 97 10,petr@paysportesdegascogne.com,https://www.paysportesdegascogne.com/,,,,,,,,,Decembre 2019,,,COMP,J,ponctuel,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>ponctuel</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>ponctuel</li></ul></p>",,,,,43.626044,0.877008,COMP,J,,=32=
RH_fiche_351_,Ref_0351,,32,=32=,Gimont,,Accueil jeunes de Gimont,,32200,85 rue Nationale,,85 rue Nationale 32200 Gimont,,,,,,05.62.67.70.02,ados@gimont.fr,https://espacejeunesgimont.wixsite.com/gimontjeunesse,,,,,,,,,Decembre 2019,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.626044,0.877008,,J,,=32=
RH_fiche_352_,Ref_0352,,32,=32=,Auch,,Restos du coeur,Restos du coeur,32000,22 rue Frederico Garcia Lorca,Z.I. de l'Hippodrome,22 rue Frederico Garcia Lorca 32000 Auch,,,,,,05 62 60 07 78,ad32.siege@restosducoeur.org,https://www.restosducoeur.org/associations-departementales/les-restos-du-coeur-du-gers/,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.672368,0.598561,ORDM,,,=32=
RH_fiche_353_,Ref_0353,,65,=65=,Ancizan,,Centre Culturel,,65440,10 rue de l'Arbizon,,10 rue de l'Arbizon 65440 Ancizan,,,,,,05 62 39 92 29,commune.ancizan@orange.fr,https://www.desceneenscene.fr/locations/centre-culturel-dancizan/,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,TP,possiblité cours individuel 1h prix entre 4€ et 6€. Préalablement appeler la mairie.,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>possiblité cours individuel 1h prix entre 4€ et 6€. Préalablement appeler la mairie.</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>possiblité cours individuel 1h prix entre 4€ et 6€. Préalablement appeler la mairie.</li></ul></p>",,,oui,,42.873053,0.342376,ORD-ACCN,TP-TP,,=65=
RH_fiche_354_,Ref_0354,,65,=65=,Argeles Gazost,,Restos du Cœur,Restos du coeur,65400,2 rue de l'Arrieulat,,2 rue de l'Arrieulat 65400 Argeles Gazost,,,Association,,,,,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.003162,-0.103378,ORD,TP,,=65=
RH_fiche_355_,Ref_0355,,65,=65=,Argeles Gazost,,Maison Départementale de Solidarité,Conseil Départemental,65400,1 chemin de l'herbe,,1 chemin de l'herbe 65400 Argeles Gazost,,,Collectivité territoriale,,,05 31 74 37 10,,,,,,,,,,,2018,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,non,,43.007203,-0.092477,,TP,,=65=
RH_fiche_356_,Ref_0356,,65,=65=,Argeles Gazost,,Médiathèque Municipale,,65400,1 rue Jean Bourdette,,1 rue Jean Bourdette 65400 Argeles Gazost,,,,,,05 62 97 10 59,bibliotheque@mairie-argeles-gazost.com,,,,,,,,,,10 04 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.002749,-0.101873,ORD,TP,,=65=
RH_fiche_357_,Ref_0357,,65,=65=,Arreau,,Arreau,La Poste,65240,4 rue Saint-Exupéry,,4 rue Saint-Exupéry 65240 Arreau,,,,La Poste,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,42.906182,0.358829,,,,=65=
RH_fiche_358_,Ref_0358,,65,=65=,Arreau,,MSAP/Bureau de Poste,,65240,4 rue St Exupère,,4 rue St Exupère 65240 Arreau,,,,,,05 62 40 70 54,,,,,,,,,,,15 04 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",MSAP,Maison de Service Au Public,30 min,,42.906182,0.358829,ORD,TP,,=65=
RH_fiche_359_,Ref_0359,,65,=65=,Arreau,,Restos du Cœur,Restos du coeur,65240,17 grande rue,,17 grande rue 65240 Arreau,,,Association,,,,,,,,,,,,,,2018,,,ORD,TP,10h-12h jeudi,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>10h-12h jeudi</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>10h-12h jeudi</li></ul></p>",,,non,,42.905152,0.358811,ORD,TP,,=65=
RH_fiche_360_,Ref_0360,,65,=65=,Arreau,,médiathèque,,65240,Chateaux des Nestes,,Chateaux des Nestes 65240 Arreau,,,,,,05 62 98 66 94,,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,42.905425,0.358085,ORD,TP,,=65=
RH_fiche_361_,Ref_0361,,65,=65=,Aspin en Lavedan,,médiathèque de Batsurguère,,65100,3 rue de la Ribère,,3 rue de la Ribère 65100 Aspin en Lavedan,,,,,,05 62 94 79 36 / 06 43 15 36 22,asso-escb@orange.fr,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.076697,-0.046425,ORD,TP,,=65=
RH_fiche_362_,Ref_0362,,65,=65=,Aureilhan,,bibliothèque Jules Laforgue,,65800,24 avenue Jean Jaurès,,24 avenue Jean Jaurès 65800 Aureilhan,,,,,,05 62 38 91 65,,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.237372,0.093539,ORD,TP,,=65=
RH_fiche_363_,Ref_0363,,65,=65=,Bagneres de Bigorre,,Haute Bigorre,CC de la Haute-Bigorre,65200,30 avenue Géruzet,,30 avenue Géruzet 65200 Bagneres de Bigorre,,,collectivité territoriale,,,,,https://www.ville-bagneresdebigorre.fr/,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00 / 13:30 - 17:00</li><li>jeudi : 8:30 - 12:00 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:00 / 13:30 - 17:00</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.068337,0.151566,,,,=65=
RH_fiche_364_,Ref_0364,,65,=65=,Bagnères de Bigorre,,Restos du Cœur,Restos du coeur,65200,4 rue Grasset,,4 rue Grasset 65200 Bagnères de Bigorre,,,Association,,,,,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.065049,0.152363,ORD,TP,,=65=
RH_fiche_365_,Ref_0365,,65,=65=,Bagnères de Bigorre,,Médiathèque Intercommunale,,65200,4 rue alsace Lorraine,,4 rue alsace Lorraine 65200 Bagnères de Bigorre,,,collectivité territoriale,,,05 62 95 34 64,mediatheque@haute-bigorre.fr,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.062172,0.149415,ORD,TP,,=65=
RH_fiche_366_,Ref_0366,,65,=65=,Bagnères de Bigorre,,Maison Départementale de la Solidarité,Conseil Départemental,65200,1 rue Castelmouly,,1 rue Castelmouly 65200 Bagnères de Bigorre,,,collectivité territoriale,,,05 31 74 36 20,,,,,,,,,,,2018,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,non,,43.070651,0.148817,,TP,,=65=
RH_fiche_367_,Ref_0367,,65,=65=,Bagnères de Bigorre,,MSAP,,65200,30 avenue de Géruzet,,30 avenue de Géruzet 65200 Bagnères de Bigorre,,,,,,05 62 90 42 02,msap@haute-bigorre.fr,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",MSAP,Maison de Service Au Public,limité,,43.068337,0.151566,ORD,TP,,=65=
RH_fiche_368_,Ref_0368,,65,=65=,Bordères sur Echez,,bibliothèque Claude Nogaro,,65320,place J Jaurès,,place J Jaurès 65320 Bordères sur Echez,,,,,,05 62 38 33 73,,,,,,,,,,,2018,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.258089,0.051235,ORD,TP,,=65=
